title,year,certificate,genre,rating
Life of Josutty,2015,,Drama            ,4.2
Maat Pitaah Ke Charnon Mein Swarg,2009–2010,,Drama            ,5.7
Dhanbad Blues,2018–,A,Thriller            ,8.1
Khote Sikkay,1974,,Action  Crime  Drama            ,5.0
Murder Meri Jaan!,2021–,15+,Action  Crime  Thriller            ,3.8
Torchlight,2018,A,Drama            ,7.4
Idiot,2002,U,Action  Comedy  Romance            ,6.9
Kshamisi Nimma Khaatheyalli Hanavilla,2022,,,6.7
Nachaniya,2021,,Drama            ,3.6
Lockdown,II 2018,,Reality-TV            ,3.4
Njandukalude Naattil Oridavela,2017,U,Comedy  Family  Romance            ,6.9
An Evening in Paris,1967,U,Musical  Romance  Thriller            ,7.8
Zahreela,2001,A,Action            ,7.1
GRADE,2017,Not Rated,Drama            ,7.9
Nayae Peyae,2021,U,Drama            ,8.8
Sangee,2003,UA,Drama  Musical  Romance            ,6.7
Mrigja,2022,,Comedy  Drama            ,8.6
Dil Se Dil Tak,2017–2018,13,Drama            ,5.9
Abhijaan,2022,U,Drama            ,6.9
Chennaiyil Oru Naal,2013,U,Thriller            ,2.8
Avtar Dharine Aavu Chu,2015,UA,Drama            ,6.0
A Scandall,2016,A,Thriller            ,9.6
Tu Pyar Hai Kisi Aur Ka Heart Touching Love Story by nix record,2018 Video,,Short  Drama            ,4.8
Kaun? Who Did it?,2021–,Not Rated,Crime  Game-Show            ,6.0
Baal Shiv,2021–2022,UA,Drama            ,6.9
Chhota Bheem Himalayan Adventure,2016,UA,Animation            ,5.1
Kanamarayathu,1984,,Drama  Romance            ,8.0
Qahar,1997,A,Action  Crime  Drama            ,8.7
Ennodu Vilayadu,2017,U,Thriller            ,7.7
Pagalpanti,2018,UA,Comedy  Drama            ,6.7
Pardesiya Yeh Sach Hai Piya,2005,,Short  Romance            ,7.4
Gully Rowdy,2021,UA,Comedy            ,7.0
Karn Sangini,2018–2019,12+,Drama            ,8.9
Gajakesari,2014,,Action  Romance            ,7.3
Sivalinga,2017,UA,Comedy  Horror  Mystery            ,9.6
JD,2017,A,Drama            ,7.5
Humko Tumse Pyaar Hai,2006,U,Drama  Romance            ,7.7
Golmaal Govindam,1992,U,Comedy  Drama            ,8.1
I Am Kathalan,,,Comedy            ,6.8
Cyanide,,,Crime  Thriller            ,9.6
Dacait,1987,,Action  Drama            ,2.8
Hello,II 2008,,Drama  Romance            ,8.1
"Poverty, Inc.",2014,,Documentary  History  News            ,4.5
Moksha: Salvation,2001,,Crime  Drama  Thriller            ,4.5
Asmee,2021,UA 13+,Crime  Drama  Thriller            ,7.1
Jaisi Karni Waisi Bharni,1989,,Comedy  Drama            ,5.9
Rock On 2,2016,UA,Drama  Music            ,7.4
Mysterious Lust,2020–,,Drama            ,6.2
Bulbul Can Sing,2018,U,Drama            ,9.6
Swathi Muthyam,1986,U,Drama  Family  Romance            ,3.4
Shikaaru,2022,A,Comedy            ,6.9
Raja Vamsam,2021,U,Drama            ,6.8
Karan Arjun,2022,UA,Action  Thriller            ,8.1
Mugilan,2020–,A,Action            ,6.4
Triple Cross,2022,,Thriller            ,6.1
Motu Patlu in Gold City,2018 TV Movie,,Animation  Adventure  Comedy            ,8.9
Veeram,2017,A,Action  Drama  History            ,6.5
AA BB KK,2018,U,Drama            ,3.8
Khalli Balli,2022,UA,Comedy  Horror            ,8.6
Murder,II 2020,UA,Thriller            ,6.2
Dostana 2,2021,,Comedy            ,6.7
Ugramm,2014,A,Action  Crime  Drama            ,8.2
Duvvada Jagannadham,2017,UA,Action  Comedy  Crime            ,7.2
Locked,2020,UA 16+,Thriller            ,5.1
Irudhi Pakkam,2021,UA,Mystery            ,8.2
Arya 2,2009,UA,Action  Comedy  Romance            ,3.8
Pizza,II 2012,UA,Horror  Thriller            ,6.6
Paltan,2018,UA,Action  Drama  History            ,6.0
Super Sharanya,2022,U,Comedy  Romance            ,6.5
Irudhi Suttru,2016,UA,Action  Drama  Sport            ,7.0
Vaathi,2023,,Action  Drama            ,6.2
Khalifa,,,Crime  Thriller            ,8.1
Pasanga 2,2015,U,Drama            ,7.3
Pei Mama,2021,UA,Comedy            ,3.5
Dhoom Dadakka,2008,,Comedy  Crime  Drama            ,7.7
Hello Memsaheb,2011,UA,Comedy  Drama  Romance            ,5.4
...Aur Pyaar Ho Gaya,1997,U,Comedy  Drama  Musical            ,7.0
Paalaar,2023,UA 13+,Action            ,6.6
Ennaku 20 Unakku 18,2003,,Drama  Musical  Romance            ,6.9
Bandhe Haath,1973,,Action  Drama            ,7.2
Traffic,I 2016,UA,Adventure  Drama  Thriller            ,7.8
Shrimad Bhagwat Mahapuran,2019–2020,13,Drama            ,7.5
Sadda Adda,2012,UA,Comedy  Drama  Romance            ,10.0
Chal Hat Kono Dekh Lihi,2022,UA,Drama            ,4.5
Thammudu,1999,U,Action  Drama  Sport            ,7.1
Kalinga,1996,,Drama            ,8.3
Topless,2020–,A,Comedy            ,5.4
Godi Gulabi,1990,U,Comedy            ,6.4
Jajantaram Mamantaram,2003,U,Action  Adventure  Comedy            ,5.9
Nishant,1975,A,Crime  Drama            ,4.5
Sanam Teri Kasam,1982,U,Action  Comedy  Drama            ,9.6
Phool Bane Angaray,1991,A,Action  Drama            ,8.1
Radha,2017,,Action  Comedy  Romance            ,7.3
Uthama Puthiran,2010,UA,Comedy  Romance            ,5.0
Mahapurush,1965,U,Comedy            ,7.2
Balakot: the true story,2020,,Action            ,6.2
Ghatak,2006,UA,Action  Drama  Musical            ,6.5
Fleabag Monkeyface,2011–2012,,Animation  Family            ,5.1
Kayam,2011,,Drama  Romance            ,8.1
Little Singham: Kaal Ka Badla,2020,,Animation  Action            ,5.2
Vaayai Moodi Pesavum,2014,U,Comedy  Drama  Romance            ,6.8
Jio Pagla,2017,UA,Comedy  Romance            ,4.2
Guddu Ki Gun,2015,A,Comedy            ,7.5
A Billion Colour Story,2016,12+,Drama            ,5.1
Tumhari Pakhi,2013–,PG,Drama            ,8.0
Rabhasa,2014,A,Action  Comedy            ,3.0
Dhadkan Zindaggi Kii,2021–,UA 13+,Drama            ,8.2
Vishu,2022,UA,Drama  Romance            ,7.3
Popcorn,2016,U,Adventure  Comedy            ,4.9
Love Love Love,1989,,Drama  Romance            ,5.4
Mose Chhal Kiye Jaaye,2022,UA 13+,Drama            ,3.6
Mose Chhal Kiye Jaaye,2022,UA 13+,Drama            ,5.3
Skulls and Roses,2019–,18+,Reality-TV            ,8.0
Chatriyan,1990,UA,Action  Drama            ,5.4
Rabb Se Hai Dua,2022–,,Drama            ,5.0
Nagin,1998–,,Thriller            ,6.0
Aah,1953,U,Drama  Musical  Romance            ,4.1
Nalla Samayam,2022,,Comedy            ,6.4
Chanakya,2019,UA,Action  Adventure  Thriller            ,7.0
Pyaar Vali Love Story,2014,,Drama            ,6.4
Mei,2019,,Action            ,7.6
100% Kadhal,2019,U,Comedy  Drama  Romance            ,5.6
Damaged 2,2020–2021,,Crime  Drama  Mystery            ,3.5
Aag,1994,A,Action  Comedy  Drama            ,7.2
Innimey Ippadithaan,2015,U,Comedy  Romance            ,8.5
Birbal Trilogy: Case 1 - Finding Vajramuni,2019,,Crime  Thriller            ,5.1
Reva,2018,UA,Drama            ,4.0
Aap To Aise Na The,1980,,Romance  Drama  Family            ,6.5
Balmaa,1993,,Romance            ,5.3
Masti Express,2011,,Adventure  Comedy  Drama            ,4.9
Sriman Bhootnath,1997,UA,Comedy  Drama            ,4.5
Vazir,2015,,Action  Crime  Drama            ,4.9
V,2020,,Action  Crime  Thriller            ,5.0
Yennai Arindhaal,2015,UA,Action  Crime  Drama            ,6.5
Plus Minus,2018,,Short  Drama            ,2.3
Ek Haseena Thi Ek Deewana Tha,2017,UA,Drama            ,5.9
Premadesam,,,Drama            ,7.1
Bhagya Lakshmi,2021–,U,Drama            ,4.6
Bang Baaja Baaraat,2015–,Not Rated,Comedy            ,6.5
Ekdam Kadak,2022,UA,Comedy            ,4.8
S/O Satyamurthy,2015,UA,Action  Drama            ,8.3
Lalbazaar,2020–,A,Crime  Drama            ,6.2
Alpha Venus,,,Action  Comedy  Crime            ,4.9
David,I 2013,UA,Action  Crime  Drama            ,4.7
SS Rajamouli's #SSMB29,,,Action            ,7.0
Kamali from Nadukkaveri,2021,U,Drama            ,7.5
Shola Bai,2002,,Action            ,5.1
Cockpit,2017,UA,Adventure  Drama            ,8.9
Zorawar,2016,UA,Action  Crime  Drama            ,8.6
Flat No. 609,2018,UA,Thriller            ,6.5
Noor,I 2017,,Adventure  Comedy  Drama            ,5.4
Kanoon,1960,,Drama  Crime  Mystery            ,6.8
Ee Maaya Peremito,2018,UA,Romance            ,8.1
Tu Sooraj Main Saanjh Piyaji,2017–2018,PG,Drama            ,2.5
Nuvve.. Nuvve...,2002,,Drama  Romance            ,4.5
Hosa Dinachari,2022,U,Drama            ,6.2
The Kung Fu Master,2020,UA,Action            ,5.9
Operation Mayfair,2023,,Thriller            ,7.9
Lassie,2014–,,Animation  Adventure  Comedy            ,7.4
Jeene Ki Raah,1969,U,Drama  Romance            ,4.1
vajau ka?,1996,,Comedy            ,6.3
French Biriyani,2020,16,Comedy            ,5.4
Chiriyakhana,1967,U,Crime  Drama  Mystery            ,7.5
Murabba,2021–,,Drama            ,7.6
Shuggie Bain,,,Drama            ,3.2
Bohomaan,2019,UA,Drama            ,6.4
Shekar,2022,UA,Action  Drama  Thriller            ,5.2
Awkward Conversations with Parents,2018–,,Short  Drama            ,7.5
My Name Is Raj,2011,,Short  Drama            ,5.1
Vodka Diaries,2018,UA,Mystery  Thriller            ,6.6
Lorni - The Flaneur,2019,UA 16+,Crime  Mystery            ,9.8
Hawahawai,2022,,,7.4
Rohingya - People from nowhere,2021,A,Action  Drama            ,4.2
Nautanki Saala!,2013,UA,Comedy  Drama  Romance            ,7.6
Tom and Jerry,I 2021,UA,Romance            ,4.9
Swagatam,2021,,Comedy  Thriller            ,8.3
Mushkil,2019,A,Horror            ,6.5
'Sambandh',1969,U,Drama  Family            ,8.0
Dev,2004,A,Drama            ,4.2
Jassi Jaissi Koi Nahin,2003–,,Drama            ,7.6
Sajan Re Jhoot Mat Bolo,2009–2012,,Comedy  Drama            ,7.6
Pyaar Ko Ho Jaane Do,2015–2016,,Drama            ,5.3
Sab Moh Maya Hai,,,Drama            ,6.0
Deja Vu,II 2021,,Sci-Fi  Thriller            ,6.5
Kunjeldho,2021,U,Comedy            ,7.2
Nagarvadhu,2021–,,Romance            ,7.5
Meyaadha Maan,2017,UA,Comedy  Romance            ,4.6
Inteqam,1988,A,Drama            ,3.0
Meerut: The Crime City,,,Action  Crime  Drama            ,8.9
Swayamvar,1980,U,Comedy  Drama  Romance            ,5.2
Ankahee,2006,U,Drama  Romance  Thriller            ,7.9
Kkusum,2005,,Drama  Family            ,7.5
Swapnakoodu,2003,U,Comedy  Drama            ,7.6
Shhh!,1993,,Horror  Mystery  Thriller            ,5.9
My Friend Ganesha,2007,U,Animation  Fantasy            ,7.8
"Gandhi, My Father",2007,,Biography  Drama  History            ,7.9
Main Aisa Hi Hoon,2005,U,Drama  Family  Musical            ,4.9
Kammara Sambhavam,2018,U,Action  Comedy  Drama            ,8.4
Hameshaa,1997,,Action  Drama  Romance            ,6.9
Ram Singh Charlie,2020,12+,Drama            ,7.9
Jis Desh Mein Ganga Rehta Hain,2000,,Comedy  Crime  Drama            ,8.6
Victory,I 2009,,Drama  Sport            ,7.5
Dracula 2012,2013,UA,Horror            ,4.2
Orr Eravuu,2010,UA,Horror  Mystery  Thriller            ,7.6
Veyyil,2006,UA,Drama            ,7.8
Peshwa Bajirao,2017,UA 7+,History            ,6.9
Visudha Mejo,2022,U,Comedy  Romance            ,9.5
Agni IPS,1997,,Action            ,5.8
Gumrah,1976,,Action  Romance            ,8.5
Divya Shakti,1993,UA,Action  Drama            ,5.9
Rogue,II 2017,UA,Action  Thriller            ,8.6
Teen Kanya,1961,,Comedy  Drama  Fantasy            ,6.8
Padma Nadir Majhi,1993,,Drama            ,4.8
Hatim Tai,1994–1995,,Fantasy            ,7.4
Eeswaran,2021,U,Action  Drama            ,1.3
Kid Krrish,2013,,Animation            ,8.5
Main Naa Bhoolungi,2013–2014,,Drama            ,8.2
Maa Beta,1962,,Comedy  Crime  Drama            ,6.4
Bhooton Ka Honeymoon,2001,,Horror            ,6.4
Girlz,2019,A,Comedy  Drama            ,7.2
Love Marriage Ya Arranged Marriage,2012–,,Drama            ,5.5
Dukhtar,2014,,Drama  Thriller            ,8.8
Raajavin Paarvayile,1995,,Drama  Romance            ,5.8
Khatra Khatra Khatra,2019–,13,Comedy  Reality-TV            ,5.9
Mahaanta: The Film,1997,,Action  Crime  Drama            ,6.0
Rekka,2016,U,Action            ,7.1
Ram Ram Gangaram,1977,,Drama            ,8.1
Juice,II 2017,,Short  Drama  Fantasy            ,2.8
Allahr Vres,2023,,Romance            ,6.1
The Song of Scorpions,2017,,Drama            ,7.7
Prem Kahani,1975,U,Drama  Musical  Romance            ,7.8
Pritam Pyare Aur Woh,2014,,Comedy  Horror            ,5.5
Raja 2 the Great,,,Action            ,7.3
IIFA Awards 2022,2022 TV Movie,,Reality-TV            ,6.7
Gamyam,2008,,Drama            ,7.8
Raja Rani,2013,U,Comedy  Drama  Romance            ,7.6
Life is Good,2019,,Drama  Family            ,8.6
Ustaad Bhagat Singh,2023,,Action            ,6.0
Seethamma Vaakitlo Sirimalle Chettu,2013,U,Comedy  Drama            ,6.7
Purana Mandir,1984,A,Comedy  Drama  Horror            ,6.0
Savdhaan India: Crime Alert,2012–2018,15+,Crime            ,6.9
X Videos,2018,A,Drama            ,7.0
Khuda Gawah,1992,,Action  Adventure  Drama            ,6.0
Kutch Express,2023,,Drama  Family            ,9.3
RRR: Dosti,2021 Music Video,,Music            ,7.2
Penalty,2019,U,Sport            ,9.2
Garuda: The Beginning,,,Action  Fantasy  War            ,4.4
Asura Guru,2020,UA,Action  Crime  Thriller            ,8.3
Wedding Gift,2022,UA,Drama  Thriller            ,5.6
Campus,,,Drama            ,5.8
Alibaug,,,Drama            ,4.6
Happy Sardar,2019,U,Comedy  Romance            ,6.0
Yaar Anmulle,2011,UA,Comedy            ,3.1
Faactory,2021,A,Action  Crime  Drama            ,7.4
Karate,1983,,Action  Drama  Musical            ,6.2
Sapthamashree Thaskaraha,2014,U,Comedy  Thriller            ,7.2
Palyad,2022,U,Drama            ,7.1
Shikari,2000,A,Crime  Drama  Thriller            ,7.9
Bal Naren,2022,U,Drama            ,6.9
Chenna Kesava Reddy,2002,UA,Action  Drama            ,8.7
Paharganj,2019,A,Crime  Drama  Mystery            ,6.2
Super Machi,2022,UA,Action  Family  Romance            ,4.4
Ezhumalai,2002,,Action            ,6.9
Carbon,I 2022,U,Drama  Mystery  Thriller            ,6.8
Bhookh,2020–,,Thriller            ,6.2
Om Shanti Om,2005,U,Drama            ,8.0
Kala Bazar,1960,U,Crime  Drama  Musical            ,5.2
Behind the Scenes,2020–,,Drama            ,6.8
Ammailu Abbailu,2003,,Romance            ,4.4
Vich Bolunga Tere,2022,,Comedy            ,5.0
Pet Puraan,2022–,UA 16+,Drama  Family            ,4.8
Untitled Film on Gandhiji,2023,All,Drama  History            ,6.6
Ee Desamlo Oka Roju,1983,,Drama            ,7.2
The Typewriter,2019–,,Drama            ,3.3
Heidi: Queen of the Mountain,,,Family            ,7.9
Songadya,1970,,Drama            ,5.0
Indrajeet,1991,,Action  Drama            ,6.0
Poovan,2023,,Comedy  Drama            ,4.7
Ashke,2018,U,Drama  Romance            ,4.8
Nukkad,1986–,,Comedy  Drama            ,4.4
High End Yaariyaan,2019,UA,Comedy  Drama  Family            ,7.3
Tohfa,1984,,Drama  Romance            ,6.6
Gambler,1995,UA,Action  Comedy  Crime            ,8.8
Naalam Mura,2022,,Thriller            ,5.9
Hidden,I 2021–,18,Crime  Drama            ,5.2
Gunpoint,2019 Video,,Short  Romance            ,5.4
Aathi,2006,UA,Action  Drama  Thriller            ,8.4
Monishaa en Monalisa,1999,,Musical  Romance            ,7.6
Server Sundaram,1964,,Comedy  Drama  Romance            ,7.9
Teddy,II 2021,U,Action  Adventure  Fantasy            ,7.3
Diya Aur Baati Hum,2011–2017,12+,Drama  Romance            ,6.6
Varane Avashyamund,2020,U,Comedy  Drama  Romance            ,8.7
Magamuni,2019,UA,Crime  Drama  Thriller            ,3.3
Gaalipata 2,2022,U,Comedy  Romance            ,7.2
Pandya Store,2021–,PG,Drama            ,8.3
Byomkesh Hatyamancha,2022,UA,Drama  Mystery            ,7.0
Ek Mini Katha,2021,A,Comedy  Drama            ,8.0
Badman,2016,,Comedy  Drama            ,6.4
Stories with Abhash Jha,2022 Podcast Series,,Talk-Show            ,8.5
Hoshiyar,1985,,Action  Comedy  Drama            ,7.3
Anando Brahma,2017,U,Comedy  Horror            ,7.5
Six,2018–,Not Rated,Thriller            ,7.7
Birth,I 2022,,Short  Drama  Thriller            ,6.1
Ghar Jamai,1992,,Comedy  Family            ,9.2
Do Anjaane,1976,,Drama            ,9.4
Pyaar Koi Khel Nahin,1999,,Drama  Romance  Thriller            ,4.6
Chidiakhana,2022,U,Drama            ,5.6
Sector 36 Movie,,,Thriller            ,4.6
Aasha,1980,,Drama  Musical  Romance            ,6.2
John Jani Janardhan,1984,A,Action  Comedy  Drama            ,4.0
Vyabari,2007,,Drama  Musical  Romance            ,3.4
Srivalli,2017,UA,Sci-Fi            ,9.0
Devadasu,2006,,Romance            ,4.1
Daman: A Victim of Marital Violence,2001,A,Drama            ,4.4
Karz: The Burden of Truth,2002,A,Action  Crime  Drama            ,7.8
Adhe Kangal,2017,U,Action  Thriller            ,3.9
Samraat,1982,,Action  Adventure  Comedy            ,5.0
Baiju Bawra,1952,,Drama  Musical  Romance            ,9.9
Radha Ka Sangam,1992,A,Drama  Romance            ,3.7
Dear Vikram,2022,Not Rated,Action  Drama            ,6.2
Ashani Sanket,1973,,Drama            ,9.3
Haq Se,2018–,18,Drama            ,5.4
Mangalyam Thanthunanena,2018,U,Comedy  Family            ,6.9
Oh My Friend,2011,U,Romance            ,7.1
Pyaar Tune Kya Kiya...,2001,A,Drama  Romance  Thriller            ,5.3
Bangistan,2015,UA,Comedy  Drama            ,5.1
Son of Alibaba Nalpathonnaman,2022,U,Action  Crime  Thriller            ,6.1
Varudu,2010,UA,Action  Drama  Thriller            ,7.3
The Bridge,II 2022,,Drama            ,7.1
Shakuntala,I 1920,,Drama            ,8.4
Namukku Parkkan Munthiri Thoppukal,1986,U,Romance            ,4.2
Sethurama Iyer CBI,2004,U,Mystery  Thriller            ,7.4
NH-8: Road to Nidhivan,2015,,Horror            ,5.9
Kroadh,1990,A,Action  Crime  Drama            ,6.2
Eena Meena Deeka,1994,,Action  Comedy  Crime            ,7.3
Tarkeeb,1984,,Action  Crime  Drama            ,7.8
Kuch Dil Ne Kaha,2002,,Short  Romance            ,4.0
Elaan-E-Jung,1989,,Action            ,8.6
Hum Tum Pe Marte Hain,1999,,Action  Comedy  Drama            ,6.7
Oru Bhayankara Kamukan,,,Comedy  Romance            ,8.7
Tera Mera Saath Rahe,2021–2022,UA 13+,Drama            ,8.4
Yakshiyum Njanum,2010,UA,Drama  Horror            ,7.0
The Platform,I,,Crime  Horror  Thriller            ,7.9
Hulchul,1995,U,Action  Romance  Comedy            ,8.6
Mahal,1949,A,Drama  Horror  Mystery            ,7.8
Karsandas Pay and Use,2017,UA,Romance            ,9.3
Second chance hindi movie,2017,,Short  Drama            ,3.8
Bigg Boss Kannada,2013–,16,Reality-TV            ,7.2
Banda Yeh Bindaas Hai,2021,,Comedy            ,7.7
1234,2016,,Drama            ,5.7
Baaraat Company,2017,UA,Comedy  Romance            ,6.9
Lekin...,1990,,Drama  Fantasy  Musical            ,8.4
Bar Code,2018–,18,Crime  Drama            ,7.4
Saraswatichandra,1968,,Drama  Romance            ,4.8
Sasural Genda Phool,2010–2012,PG,Drama            ,6.0
Hello Friends,1999–2000,,Comedy            ,9.0
Kalki,II 2019,UA,Action  Thriller            ,6.2
Theeya Velai Seiyyanum Kumaru,2013,U,Comedy            ,9.1
Untitled,LVI,,Drama  Mystery  Thriller            ,7.1
Agra,,,Drama            ,7.4
Cocoon,2021,Not Rated,Drama            ,6.4
Bhagyawan,1994,,Drama            ,5.9
Custody,,,,9.4
Akash,2005,U,,6.5
Bade Ghar Ki Beti,1989,U,Drama            ,7.7
Aafat-e-Ishq,2021,UA 16+,Comedy  Drama  Thriller            ,4.7
Majajan Orchestra,2022,UA 16+,Drama            ,8.7
Bawandar,2000,A,Drama            ,7.7
Baakiyalakshmi,2020–,,Drama            ,3.8
The Dead End,2022,,Drama            ,8.0
Ramkali,1985,,Action            ,7.1
Apoorva Raagangal,1975,,Drama  Romance            ,4.3
